"","sampleId","gend","age","bath","ed","emp","pern","hhh","X","Y","treat","censusId","PERNUM","SERIAL"
"61","0275986000061",1,32,1,3,1,6,2,-58.64907,-34.59832,1,"027598600006","06","0275986000"
"62","0404966000031",1,20,1,5,1,4,2,-58.42347,-34.75412,1,"040496600003","03","0404966000"
"63","0367483000011",1,57,1,3,1,4,1,-58.0181,-35.0034,1,"036748300001","01","0367483000"
"64","0325628000031",2,20,1,3,3,6,2,-58.62461,-34.76931,1,"032562800003","03","0325628000"
"65","0230306000021",1,28,1,4,1,4,2,-60.5328,-36.24412,1,"023030600002","02","0230306000"
"66","0134662000011",1,70,1,2,3,2,1,-58.34136,-34.67841,1,"013466200001","01","0134662000"
"67","0460679000011",2,44,1,5,1,4,1,-58.61929,-34.64835,1,"046067900001","01","0460679000"
"68","0267461000021",2,28,1,3,1,4,2,-58.56373,-34.55182,1,"026746100002","02","0267461000"
"69","0426982000011",2,46,1,2,1,3,1,-58.74125,-34.71006,1,"042698200001","01","0426982000"
"70","0322621000021",2,42,1,2,1,6,2,-58.62461,-34.76931,1,"032262100002","02","0322621000"
"71","0359214000041",1,19,1,3,2,5,2,-58.39412,-34.70474,1,"035921400004","04","0359214000"
"72","0129764000021",2,66,1,2,1,3,2,-58.36688,-34.83481,1,"012976400002","02","0129764000"
"73","0409945000011",2,64,1,2,1,2,1,-57.54331,-36.48532,1,"040994500001","01","0409945000"
"74","0233576000051",2,29,1,5,1,5,2,-62.30412,-35.05203,1,"023357600005","05","0233576000"
"75","0548228000011",1,25,1,3,1,2,1,-59.18234,-37.33642,1,"054822800001","01","0548228000"
"76","0458566000021",2,64,1,2,1,3,2,-58.61929,-34.64835,1,"045856600002","02","0458566000"
"77","0208526000021",2,40,1,2,3,4,2,-58.47627,-34.83035,1,"020852600002","02","0208526000"
"78","0135315000021",1,61,1,2,1,2,2,-58.34136,-34.67841,1,"013531500002","02","0135315000"
"79","0437357000011",1,32,1,4,1,5,1,-58.74125,-34.71006,1,"043735700001","01","0437357000"
"80","0362283000011",2,73,1,2,3,1,1,-58.0181,-35.0034,1,"036228300001","01","0362283000"
"81","0404325000021",2,29,1,4,1,4,2,-58.42347,-34.75412,1,"040432500002","02","0404325000"
"82","0351410000021",1,44,1,3,1,4,2,-58.39412,-34.70474,1,"035141000002","02","0351410000"
"83","0199329000021",2,24,1,2,1,3,2,-58.77049,-34.32786,1,"019932900002","02","0199329000"
"84","0328794000021",2,32,1,5,2,4,2,-58.62461,-34.76931,1,"032879400002","02","0328794000"
"85","0306270000011",1,51,1,5,1,1,1,-58.62461,-34.76931,1,"030627000001","01","0306270000"
"86","0123520000021",2,25,1,3,2,3,2,-58.36688,-34.83481,1,"012352000002","02","0123520000"
"87","0261211000021",2,31,1,5,1,2,2,-58.56373,-34.55182,1,"026121100002","02","0261211000"
"88","0496821000011",1,37,1,2,1,4,1,-58.27678,-34.73492,1,"049682100001","01","0496821000"
"89","0429339000011",1,66,1,3,3,2,1,-58.74125,-34.71006,1,"042933900001","01","0429339000"
"90","0391214000011",1,29,1,5,1,2,1,-58.42347,-34.75412,1,"039121400001","01","0391214000"
"91","0426134000011",1,53,1,3,1,4,1,-58.74125,-34.71006,1,"042613400001","01","0426134000"
"92","0340358000021",2,30,1,3,3,3,2,-58.62461,-34.76931,1,"034035800002","02","0340358000"
"93","0135400000021",2,41,1,3,3,3,2,-58.34136,-34.67841,1,"013540000002","02","0135400000"
"94","0456598000011",1,55,1,2,1,4,1,-58.61929,-34.64835,1,"045659800001","01","0456598000"
"95","0459003000071",1,38,1,3,2,7,2,-58.61929,-34.64835,1,"045900300007","07","0459003000"
"96","0515981000011",1,39,1,4,1,3,1,-58.54478,-34.14832,1,"051598100001","01","0515981000"
"97","0421443000041",1,32,1,3,1,4,2,-59.42096,-34.69709,1,"042144300004","04","0421443000"
"98","0452809000031",1,24,1,3,1,3,2,-58.61929,-34.64835,1,"045280900003","03","0452809000"
"99","0387831000031",2,46,1,3,3,5,2,-58.42347,-34.75412,1,"038783100003","03","0387831000"
"100","0165927000021",1,42,1,2,1,3,2,-58.15522,-34.81817,1,"016592700002","02","0165927000"
"101","0279620000021",2,34,1,3,3,5,2,-58.68816,-34.63514,1,"027962000002","02","0279620000"
"102","0334525000011",1,40,1,3,1,5,1,-58.62461,-34.76931,1,"033452500001","01","0334525000"
"103","0188047000011",1,65,1,2,3,2,1,-61.88895,-37.53164,1,"018804700001","01","0188047000"
"104","0331932000011",1,48,1,2,1,2,1,-58.62461,-34.76931,1,"033193200001","01","0331932000"
"105","0441627000031",1,19,1,2,1,5,2,-58.81036,-34.60985,1,"044162700003","03","0441627000"
"106","0214990000011",1,22,1,2,1,1,1,-58.56415,-34.87524,1,"021499000001","01","0214990000"
"107","0326133000011",1,33,1,2,1,3,1,-58.62461,-34.76931,1,"032613300001","01","0326133000"
"108","0146575000031",2,20,1,5,1,3,2,-62.16988,-38.58369,1,"014657500003","03","0146575000"
"109","0223340000011",1,45,1,2,1,4,1,-58.25806,-34.87679,1,"022334000001","01","0223340000"
"110","0516442000011",1,77,1,3,1,1,1,-58.54478,-34.14832,1,"051644200001","01","0516442000"
"111","0324120000021",2,45,1,3,1,4,2,-58.62461,-34.76931,1,"032412000002","02","0324120000"
"112","0134167000061",2,30,1,3,2,8,2,-58.34136,-34.67841,1,"013416700006","06","0134167000"
"113","0276245000021",2,41,1,3,1,2,2,-58.64907,-34.59832,1,"027624500002","02","0276245000"
"114","0525503000011",1,32,1,3,1,2,1,-58.53794,-34.48688,1,"052550300001","01","0525503000"
"115","0315854000031",1,23,1,5,1,4,2,-58.62461,-34.76931,1,"031585400003","03","0315854000"
"116","0266427000021",2,53,1,3,1,3,2,-58.56373,-34.55182,1,"026642700002","02","0266427000"
"117","0577770000011",1,58,1,2,1,3,1,-60.05571,-35.44432,1,"057777000001","01","0577770000"
"118","0409779000021",2,57,1,2,3,2,2,-57.54331,-36.48532,1,"040977900002","02","0409779000"
"119","0194415000021",2,33,1,2,1,4,2,-61.82137,-36.52677,1,"019441500002","02","0194415000"
"120","0304336000011",1,56,1,2,1,6,1,-58.62461,-34.76931,1,"030433600001","01","0304336000"
"121","0145702000021",2,60,1,2,3,2,2,-59.69796,-36.78957,1,"014570200002","02","0145702000"
"122","0390387000011",2,45,1,5,1,3,1,-58.42347,-34.75412,1,"039038700001","01","0390387000"
"123","0330671000051",1,20,1,2,1,5,2,-58.62461,-34.76931,1,"033067100005","05","0330671000"
"124","0556189000011",1,39,1,2,1,6,1,-58.60644,-34.38216,1,"055618900001","01","0556189000"
"125","0505805000041",1,24,1,5,1,7,2,-58.27678,-34.73492,1,"050580500004","04","0505805000"
"126","0494741000021",2,39,1,5,1,6,2,-58.27678,-34.73492,1,"049474100002","02","0494741000"
"127","0514523000021",2,25,1,4,1,3,2,-59.64877,-34.19272,1,"051452300002","02","0514523000"
"128","0382650000021",2,71,1,2,3,2,2,-59.17514,-36.0179,1,"038265000002","02","0382650000"
"129","0223059000011",1,26,1,3,1,3,1,-58.25806,-34.87679,1,"022305900001","01","0223059000"
"130","0182659000011",2,56,1,2,1,1,1,-59.63504,-34.77265,1,"018265900001","01","0182659000"
"131","0220939000021",2,39,1,3,1,7,2,-58.25806,-34.87679,1,"022093900002","02","0220939000"
"132","0166630000011",1,45,1,3,1,9,1,-58.15522,-34.81817,1,"016663000001","01","0166630000"
"133","0372586000021",2,32,1,3,1,7,2,-58.0181,-35.0034,1,"037258600002","02","0372586000"
"134","0353769000011",2,22,1,3,1,2,1,-58.39412,-34.70474,1,"035376900001","01","0353769000"
"135","0266830000021",1,50,1,2,1,4,2,-58.56373,-34.55182,1,"026683000002","02","0266830000"
"136","0271164000011",1,28,1,2,1,3,1,-61.51117,-35.05093,1,"027116400001","01","0271164000"
"137","0469687000011",1,61,1,2,1,1,1,-60.67004,-36.85726,1,"046968700001","01","0469687000"
"138","0493083000011",1,45,1,4,1,3,1,-58.27678,-34.73492,1,"049308300001","01","0493083000"
"139","0252821000011",1,36,1,3,1,2,1,-57.74006,-37.96563,1,"025282100001","01","0252821000"
"140","0360804000011",2,71,1,2,3,1,1,-58.0181,-35.0034,1,"036080400001","01","0360804000"
"141","0127601000011",1,42,1,2,1,5,1,-58.36688,-34.83481,1,"012760100001","01","0127601000"
"142","0440863000031",1,31,1,3,2,7,2,-58.81036,-34.60985,1,"044086300003","03","0440863000"
"143","0373394000031",2,18,1,3,3,3,2,-58.0181,-35.0034,1,"037339400003","03","0373394000"
"144","0440315000021",2,57,1,3,3,5,2,-58.81036,-34.60985,1,"044031500002","02","0440315000"
"145","0315712000021",1,22,1,3,2,4,2,-58.62461,-34.76931,1,"031571200002","02","0315712000"
"146","0447553000051",2,23,1,4,1,5,2,-58.81036,-34.60985,1,"044755300005","05","0447553000"
"147","0456227000011",2,77,1,2,3,1,1,-58.61929,-34.64835,1,"045622700001","01","0456227000"
"148","0545069000011",1,46,1,3,1,3,1,-58.43164,-35.07,1,"054506900001","01","0545069000"
"149","0555993000031",1,22,1,5,1,4,2,-58.60644,-34.38216,1,"055599300003","03","0555993000"
"150","0556432000021",2,36,1,2,3,2,2,-58.60644,-34.38216,1,"055643200002","02","0556432000"
"151","0455009000011",1,34,1,5,1,1,1,-58.61929,-34.64835,1,"045500900001","01","0455009000"
"152","0228344000021",2,35,1,4,3,3,2,-58.25806,-34.87679,1,"022834400002","02","0228344000"
"153","0544249000011",2,75,1,2,3,2,1,-59.78179,-33.78126,1,"054424900001","01","0544249000"
"154","0584295000011",1,40,1,5,1,1,1,-58.50534,-34.52638,1,"058429500001","01","0584295000"
"155","0135167000011",1,24,1,2,1,1,1,-58.34136,-34.67841,1,"013516700001","01","0135167000"
"156","0316454000041",2,24,1,2,1,5,2,-58.62461,-34.76931,1,"031645400004","04","0316454000"
"157","0572747000011",1,51,1,3,1,4,1,-58.57883,-34.59488,1,"057274700001","01","0572747000"
"158","0363895000021",1,60,1,2,1,4,2,-58.0181,-35.0034,1,"036389500002","02","0363895000"
"159","0404994000041",2,40,1,5,1,4,2,-58.42347,-34.75412,1,"040499400004","04","0404994000"
"160","0384794000021",1,36,1,3,1,3,2,-61.51117,-35.05093,1,"038479400002","02","0384794000"
"161","0592695000031",1,20,1,3,1,4,2,-59.12753,-33.99657,1,"059269500003","03","0592695000"
"162","0565774000041",2,80,1,2,3,6,2,-60.2364,-38.51403,1,"056577400004","04","0565774000"
"163","0148453000011",1,32,1,4,1,2,1,-62.16988,-38.58369,1,"014845300001","01","0148453000"
"164","0209186000011",2,73,1,2,1,1,1,-58.47627,-34.83035,1,"020918600001","01","0209186000"
"165","0337746000021",2,45,1,2,1,6,2,-58.62461,-34.76931,1,"033774600002","02","0337746000"
"166","0444498000011",1,39,1,3,1,6,1,-58.81036,-34.60985,1,"044449800001","01","0444498000"
"167","0327498000051",1,19,1,3,1,8,2,-58.62461,-34.76931,1,"032749800005","05","0327498000"
"168","0388450000021",2,44,1,2,1,3,2,-58.42347,-34.75412,1,"038845000002","02","0388450000"
"169","0268655000011",1,37,1,2,1,5,1,-58.56373,-34.55182,1,"026865500001","01","0268655000"
"170","0241826000011",1,28,1,4,3,2,1,-57.74006,-37.96563,1,"024182600001","01","0241826000"
"171","0518793000021",2,39,1,3,3,7,2,-58.54478,-34.14832,1,"051879300002","02","0518793000"
"172","0585711000021",2,34,1,4,1,3,2,-58.50534,-34.52638,1,"058571100002","02","0585711000"
"173","0215114000011",2,81,1,3,1,1,1,-58.56415,-34.87524,1,"021511400001","01","0215114000"
"174","0570719000011",1,56,1,5,1,4,1,-58.57883,-34.59488,1,"057071900001","01","0570719000"
"175","0236241000011",1,43,1,3,1,4,1,-57.74006,-37.96563,1,"023624100001","01","0236241000"
"176","0328914000011",1,32,1,3,1,4,1,-58.62461,-34.76931,1,"032891400001","01","0328914000"
"177","0235340000011",1,69,1,3,3,3,1,-57.74006,-37.96563,1,"023534000001","01","0235340000"
"178","0328839000021",2,33,1,2,2,7,2,-58.62461,-34.76931,1,"032883900002","02","0328839000"
"179","0469155000021",2,45,1,2,1,3,2,-60.67004,-36.85726,1,"046915500002","02","0469155000"
"180","0545299000011",1,37,1,2,1,5,1,-58.43164,-35.07,1,"054529900001","01","0545299000"
"181","0234533000021",2,57,1,4,1,5,2,-57.74006,-37.96563,1,"023453300002","02","0234533000"
"182","0587815000011",2,56,1,3,1,4,1,-58.50534,-34.52638,1,"058781500001","01","0587815000"
"183","0436154000051",2,23,1,3,1,9,2,-58.74125,-34.71006,1,"043615400005","05","0436154000"
"184","0501795000021",2,28,1,4,1,2,2,-58.27678,-34.73492,1,"050179500002","02","0501795000"
"185","0297491000021",2,25,1,5,3,3,2,-58.62461,-34.76931,1,"029749100002","02","0297491000"
"186","0527653000011",1,41,1,3,1,6,1,-58.53794,-34.48688,1,"052765300001","01","0527653000"
"187","0484581000051",2,47,1,2,1,5,2,-58.90256,-34.44796,1,"048458100005","05","0484581000"
"188","0125598000011",2,77,1,3,1,1,1,-58.36688,-34.83481,1,"012559800001","01","0125598000"
"189","0327053000011",2,62,1,2,3,5,1,-58.62461,-34.76931,1,"032705300001","01","0327053000"
"190","0178847000051",2,93,1,2,3,5,2,-58.88294,-34.13862,1,"017884700005","05","0178847000"
"191","0255847000011",1,38,1,2,1,5,1,-58.98609,-34.65125,1,"025584700001","01","0255847000"
"192","0501692000011",2,23,1,3,2,2,1,-58.27678,-34.73492,1,"050169200001","01","0501692000"
"193","0273668000011",2,79,1,2,3,2,1,-58.64907,-34.59832,1,"027366800001","01","0273668000"
"194","0452460000031",1,27,1,3,1,3,2,-58.61929,-34.64835,1,"045246000003","03","0452460000"
"195","0313081000011",2,46,1,2,3,2,1,-58.62461,-34.76931,1,"031308100001","01","0313081000"
"196","0481224000011",2,65,1,3,3,7,1,-58.90256,-34.44796,1,"048122400001","01","0481224000"
"197","0143615000021",2,56,1,4,3,5,2,-58.48896,-36.69697,1,"014361500002","02","0143615000"
"198","0542041000021",2,32,1,2,2,7,2,-60.2925,-33.48229,1,"054204100002","02","0542041000"
"199","0409027000031",1,29,1,3,1,4,2,-59.15681,-34.56848,1,"040902700003","03","0409027000"
"200","0429447000011",1,45,1,3,1,4,1,-58.74125,-34.71006,1,"042944700001","01","0429447000"
"201","0553045000021",2,29,1,4,1,3,2,-58.60644,-34.38216,1,"055304500002","02","0553045000"
"202","0345247000021",2,51,1,3,1,3,2,-58.39412,-34.70474,1,"034524700002","02","0345247000"
"203","0362005000011",1,33,1,6,1,1,1,-58.0181,-35.0034,1,"036200500001","01","0362005000"
"204","0366100000011",2,22,1,5,1,1,1,-58.0181,-35.0034,1,"036610000001","01","0366100000"
"205","0153202000021",2,28,1,5,1,2,2,-62.16988,-38.58369,1,"015320200002","02","0153202000"
"206","0445156000021",1,35,1,2,1,5,2,-58.81036,-34.60985,1,"044515600002","02","0445156000"
"207","0359506000041",1,20,1,3,2,6,2,-58.39412,-34.70474,1,"035950600004","04","0359506000"
"208","0552393000041",1,21,1,3,1,5,2,-58.60644,-34.38216,1,"055239300004","04","0552393000"
"209","0217697000011",1,41,1,2,1,6,1,-58.25806,-34.87679,1,"021769700001","01","0217697000"
"210","0392314000011",1,41,1,2,1,7,1,-58.42347,-34.75412,1,"039231400001","01","0392314000"
"211","0232159000011",2,67,1,2,3,3,1,-57.22301,-37.16671,1,"023215900001","01","0232159000"
"212","0442459000011",1,34,1,3,1,2,1,-58.81036,-34.60985,1,"044245900001","01","0442459000"
"213","0126978000011",2,66,1,2,3,3,1,-58.36688,-34.83481,1,"012697800001","01","0126978000"
"214","0477889000011",1,52,1,2,1,3,1,-58.90256,-34.44796,1,"047788900001","01","0477889000"
"215","0214465000011",2,69,1,2,1,1,1,-58.56415,-34.87524,1,"021446500001","01","0214465000"
"216","0154688000041",1,27,1,3,1,4,2,-62.16988,-38.58369,1,"015468800004","04","0154688000"
"217","0328981000011",1,74,1,2,3,2,1,-58.62461,-34.76931,1,"032898100001","01","0328981000"
"218","0434751000021",1,32,1,4,1,3,2,-58.74125,-34.71006,1,"043475100002","02","0434751000"
"219","0261789000011",1,64,1,5,1,2,1,-58.56373,-34.55182,1,"026178900001","01","0261789000"
"220","0198267000031",1,19,1,5,3,5,2,-58.77049,-34.32786,1,"019826700003","03","0198267000"
"221","0499336000021",2,31,1,4,3,4,2,-58.27678,-34.73492,1,"049933600002","02","0499336000"
"222","0586762000011",2,86,1,5,3,2,1,-58.50534,-34.52638,1,"058676200001","01","0586762000"
"223","0298669000031",1,73,1,2,3,4,2,-58.62461,-34.76931,1,"029866900003","03","0298669000"
"224","0444623000011",1,52,1,2,1,2,1,-58.81036,-34.60985,1,"044462300001","01","0444623000"
"225","0162555000041",2,28,1,3,3,10,2,-58.15522,-34.81817,1,"016255500004","04","0162555000"
"226","0524181000031",1,25,1,5,1,4,2,-58.53794,-34.48688,1,"052418100003","03","0524181000"
"227","0345710000011",2,73,1,2,1,1,1,-58.39412,-34.70474,1,"034571000001","01","0345710000"
"228","0130419000011",1,73,1,3,1,3,1,-58.36688,-34.83481,1,"013041900001","01","0130419000"
"229","0322643000041",2,31,1,3,1,6,2,-58.62461,-34.76931,1,"032264300004","04","0322643000"
"230","0591833000011",1,45,1,2,1,3,1,-59.12753,-33.99657,1,"059183300001","01","0591833000"
"231","0413142000011",1,71,1,2,3,2,1,-58.71143,-34.48647,1,"041314200001","01","0413142000"
"232","0141494000011",1,47,1,3,1,4,1,-58.34136,-34.67841,1,"014149400001","01","0141494000"
"233","0254772000021",1,92,1,5,3,3,2,-57.74006,-37.96563,1,"025477200002","02","0254772000"
"234","0493685000031",1,21,1,3,1,5,2,-58.27678,-34.73492,1,"049368500003","03","0493685000"
"235","0522878000031",2,26,1,4,1,3,2,-58.53794,-34.48688,1,"052287800003","03","0522878000"
"236","0200121000021",2,24,2,3,2,4,2,-58.77049,-34.32786,1,"020012100002","02","0200121000"
"237","0320849000041",1,27,1,3,1,5,2,-58.62461,-34.76931,1,"032084900004","04","0320849000"
"238","0303503000011",2,73,1,3,3,2,1,-58.62461,-34.76931,1,"030350300001","01","0303503000"
"239","0491035000011",2,65,1,2,3,2,1,-58.27678,-34.73492,1,"049103500001","01","0491035000"
"240","0400227000081",2,18,1,3,3,8,2,-58.42347,-34.75412,1,"040022700008","08","0400227000"
"241","0453734000021",2,65,1,3,3,4,2,-58.61929,-34.64835,1,"045373400002","02","0453734000"
"242","0507452000021",2,56,1,3,3,2,2,-60.05858,-33.58649,1,"050745200002","02","0507452000"
"243","0553208000011",2,45,1,3,1,2,1,-58.60644,-34.38216,1,"055320800001","01","0553208000"
"244","0211329000011",1,68,1,2,1,2,1,-58.47627,-34.83035,1,"021132900001","01","0211329000"
"245","0219933000011",2,50,1,3,3,5,1,-58.25806,-34.87679,1,"021993300001","01","0219933000"
"246","0417347000021",1,67,1,2,1,8,2,-58.71143,-34.48647,1,"041734700002","02","0417347000"
"247","0261203000021",2,53,1,4,3,4,2,-58.56373,-34.55182,1,"026120300002","02","0261203000"
"248","0338790000021",2,51,1,2,1,3,2,-58.62461,-34.76931,1,"033879000002","02","0338790000"
"249","0471539000021",2,31,1,3,1,3,2,-62.85251,-40.19446,1,"047153900002","02","0471539000"
"250","0485993000021",2,45,1,3,1,12,2,-56.87324,-37.11465,1,"048599300002","02","0485993000"
"251","0469871000011",1,34,1,3,1,3,1,-60.67004,-36.85726,1,"046987100001","01","0469871000"
"252","0574981000011",1,32,1,3,1,4,1,-58.57883,-34.59488,1,"057498100001","01","0574981000"
"253","0216650000021",2,53,1,2,3,3,2,-58.56415,-34.87524,1,"021665000002","02","0216650000"
"254","0145074000041",2,29,1,4,1,4,2,-59.69796,-36.78957,1,"014507400004","04","0145074000"
"255","0373959000021",2,39,1,3,1,5,2,-58.0181,-35.0034,1,"037395900002","02","0373959000"
"256","0370524000011",1,32,1,3,1,4,1,-58.0181,-35.0034,1,"037052400001","01","0370524000"
"257","0247788000011",2,55,1,3,3,3,1,-57.74006,-37.96563,1,"024778800001","01","0247788000"
"258","0355204000011",2,63,1,3,3,2,1,-58.39412,-34.70474,1,"035520400001","01","0355204000"
"259","0530304000011",1,65,1,2,3,6,1,-58.69143,-34.55128,1,"053030400001","01","0530304000"
"260","0163271000031",1,23,1,3,1,5,2,-58.15522,-34.81817,1,"016327100003","03","0163271000"
"261","0386578000011",1,48,1,2,1,8,1,-59.10159,-35.12641,1,"038657800001","01","0386578000"
"262","0136723000021",2,54,1,5,1,2,2,-58.34136,-34.67841,1,"013672300002","02","0136723000"
"263","0296051000011",1,37,1,3,1,4,1,-56.92581,-36.65584,1,"029605100001","01","0296051000"
"264","0168115000021",2,40,1,4,1,6,2,-58.15522,-34.81817,1,"016811500002","02","0168115000"
"265","0560545000021",1,25,1,2,1,6,2,-58.60644,-34.38216,1,"056054500002","02","0560545000"
"266","0339086000011",1,41,1,2,1,5,1,-58.62461,-34.76931,1,"033908600001","01","0339086000"
"267","0247083000031",1,20,1,5,3,3,2,-57.74006,-37.96563,1,"024708300003","03","0247083000"
"268","0412000000011",2,41,1,5,1,4,1,-58.71143,-34.48647,1,"041200000001","01","0412000000"
"269","0413279000031",2,27,1,3,2,3,2,-58.71143,-34.48647,1,"041327900003","03","0413279000"
"270","0239422000021",2,43,1,6,1,3,2,-57.74006,-37.96563,1,"023942200002","02","0239422000"
"271","0326949000011",1,68,1,2,1,2,1,-58.62461,-34.76931,1,"032694900001","01","0326949000"
